Date,Price,Wind_onshore,Load,Price_CH,Price_DE_LU_15min,Price_AT_15min,Temp,Hum
12/1/2020 0:00,12.42,719,10387,42.63,32.545,38.1675,0.415,93.67995
12/1/2020 1:00,12.41,595,10299,41.06,32,37.8875,0.565,93.00839
12/1/2020 2:00,12.54,479,10307,39.73,32,37.55,0.815,91.346725
12/1/2020 3:00,12.91,384,10430,39.27,33.4825,37.25,0.515,92.33063
12/1/2020 4:00,38.43,317,10922,43.06,37.0875,39.95,0.515,91.65999
12/1/2020 5:00,56.03,287,12094,49.36,43.8575,44.735,0.415,92.32456
12/1/2020 6:00,73.25,286,13102,57.54,55.5125,58.5,0.415,92.661766
12/1/2020 7:00,75.57,310,13269,63.3,63.265,64.5375,0.565,92.333664
12/1/2020 8:00,119.94,336,13202,64.25,63,63.8425,0.765,92.01055
12/1/2020 9:00,70.25,353,13258,63.92,63.43,62.1775,1.015,92.36086
12/1/2020 10:00,71.58,360,13254,62.56,62.725,60.745,1.365,91.05348
12/1/2020 11:00,86.45,355,13230,61.7,62.735,61.7,1.815,89.130516
12/1/2020 12:00,82.81,350,13177,62.97,63.74,63.2925,1.7149999,93.407776
12/1/2020 13:00,75.59,359,13231,63.57,62.9975,64.33,1.5150001,97.17115
12/1/2020 14:00,119.93,386,13507,67.25,65.53,66.1075,1.4649999,98.22284
12/1/2020 15:00,147.97,389,13644,72.62,68.5575,71.69,1.4649999,98.57602
12/1/2020 16:00,149.94,356,13691,84.17,82.635,85.145,1.565,98.93118
12/1/2020 17:00,77.8,311,13470,80.82,78.865,81.095,1.615,98.931625
12/1/2020 18:00,71.38,252,13173,71.54,71.4325,73.15,1.7149999,98.932495
12/1/2020 19:00,60.66,191,12794,61.53,60.535,62.78,1.565,99.6426
12/1/2020 20:00,55.47,132,12280,54.94,53.0775,55.0375,1.7149999,99.643036
12/1/2020 21:00,50.16,90,11652,53.06,52.255,52.34,1.815,99.643326
12/1/2020 22:00,37.64,82,11066,49.42,47.87,48.71,1.615,99.642746
12/1/2020 23:00,16.03,132,10429,47.68,47.13,47.27,1.615,99.642746
12/2/2020 0:00,14.64,189,10239,45.23,45.1075,45.9025,1.615,99.28662
12/2/2020 1:00,14.21,253,10159,43.69,43.3525,44.58,1.5150001,99.28604
12/2/2020 2:00,14.03,323,10185,43.1,43.055,43.1975,1.365,99.285164
12/2/2020 3:00,14.71,380,10347,44.06,44.325,44.355,1.165,98.927704
12/2/2020 4:00,42.73,433,10848,47.22,48.0025,48.2,1.015,98.570786
12/2/2020 5:00,63.02,490,12016,57.42,59.8375,59.545,0.965,98.570206
12/2/2020 6:00,83.67,555,13016,80.93,82.3875,84.4975,0.965,98.570206
12/2/2020 7:00,105.46,609,13175,92.07,91.5975,91.82,1.065,98.57137
12/2/2020 8:00,105.42,669,13100,87.03,87.0275,85.605,1.115,99.283714
12/2/2020 9:00,86.08,701,13149,82.18,80.545,83.5075,1.7149999,97.52486
12/2/2020 10:00,95.19,696,13119,79.78,79.1125,82.575,2.315,96.842964
12/2/2020 11:00,84.95,687,13077,77.3,77.1225,79.5375,2.9650002,94.47737
12/2/2020 12:00,82.9,685,13015,76.07,75.875,77.0525,3.015,96.860634
12/2/2020 13:00,90,705,13054,77.55,77.6575,78.28,2.9650002,96.17343
12/2/2020 14:00,88.09,752,13311,83.51,85.1,87.055,2.865,94.473
12/2/2020 15:00,105.4,808,13458,91.51,91.685,98.3075,2.315,93.438965
12/2/2020 16:00,99.94,853,13488,102.25,100.9875,99.9975,2.565,93.11802
12/2/2020 17:00,83.57,890,13241,94.34,97.17,93.62,2.4650002,92.77955
12/2/2020 18:00,41.86,930,12937,77.79,79.5575,78.275,2.7150002,94.12976
12/2/2020 19:00,22.25,975,12532,63.52,64.4825,62.0775,2.615,99.645645
12/2/2020 20:00,17.45,1030,11988,55.25,54.8025,56.64,2.615,95.479225
12/2/2020 21:00,14.84,1093,11331,51.12,49.615,52.9275,2.665,92.45938
12/2/2020 22:00,12.54,1151,10738,46.62,44.7575,46.36,2.665,86.9821
12/2/2020 23:00,9.23,1234,10231,46.24,43.01,45.24,2.665,80.90788
12/3/2020 0:00,8.48,1293,10047,43.77,40.0125,41.795,2.7150002,76.610535
12/3/2020 1:00,8.19,1343,9984,43.01,38.43,40.82,2.865,73.61212
12/3/2020 2:00,8.35,1381,10016,41.09,37.625,38.9975,2.7150002,74.94649
12/3/2020 3:00,8.94,1401,10186,41.1,38.4075,39.7675,2.565,76.866165
12/3/2020 4:00,12.9,1415,10708,45.07,41.6575,45.1175,2.565,77.99837
12/3/2020 5:00,17.9,1414,11890,54.08,48.245,54.36,2.665,77.44668
12/3/2020 6:00,46.71,1393,12909,63.21,62.235,64.545,2.615,77.43856
12/3/2020 7:00,61.07,1373,13103,71.86,69.1375,67.1025,2.4650002,77.41418
12/3/2020 8:00,54.32,1380,13060,69.72,65.1625,65.3875,2.2150002,78.228615
12/3/2020 9:00,46.53,1397,13137,67.26,63.4675,65.175,2.165,76.79966
12/3/2020 10:00,55.08,1391,13151,65.34,62.1025,63.5525,2.365,75.43653
12/3/2020 11:00,49.83,1362,13124,61.91,59.1025,61.9225,2.665,74.11743
12/3/2020 12:00,56.74,1327,13087,60.8,57.6025,61.1325,2.765,85.129974
12/3/2020 13:00,54.39,1288,13132,62,57.1025,59.205,2.4650002,89.184944
12/3/2020 14:00,52.59,1267,13437,60.01,55.67,59.92,2.615,86.97714
12/3/2020 15:00,51.7,1276,13591,59.41,54.6275,59.605,3.065,84.85727
12/3/2020 16:00,55.06,1289,13640,62.54,55.85,61.5475,3.415,83.684654
12/3/2020 17:00,46.59,1295,13394,61.94,51.4075,60.24,3.815,80.77694
12/3/2020 18:00,24.59,1287,13070,59.26,43.6175,58.28,3.9650002,75.43987
12/3/2020 19:00,18.9,1265,12655,54.84,38.32,55.3875,4.065,70.16267
12/3/2020 20:00,18.33,1243,12096,52.02,33.9,50.6725,3.115,83.346825
12/3/2020 21:00,16.18,1221,11433,49.57,30.2075,47.13,2.515,87.59698
12/3/2020 22:00,13,1217,10813,46.9,29.135,39.7025,2.2150002,91.770615
12/3/2020 23:00,10.98,1119,10399,44,28.23,43.555,2.515,93.11531
12/4/2020 0:00,10.68,1107,10164,41.65,25.7025,41.695,1.815,100
12/4/2020 1:00,10.53,1084,10058,39.99,21.1,39.055,1.865,100
12/4/2020 2:00,10.5,1061,10036,39.48,19.315,38.135,2.015,100
12/4/2020 3:00,10.54,1028,10139,39.09,19.985,38.1275,2.4650002,99.6452
12/4/2020 4:00,12.96,974,10577,43.78,27.5375,41.5075,2.865,99.646355
12/4/2020 5:00,16.82,911,11681,50.05,31.78,49.4875,3.415,95.507904
12/4/2020 6:00,32.6,856,12675,54.02,37.1125,56.7125,3.9650002,93.854965
12/4/2020 7:00,39.78,817,12880,55.78,41.1875,58.1175,4.165,93.86461
12/4/2020 8:00,38.65,789,12838,59.95,40.93,57.13,4.415,93.546394
12/4/2020 9:00,35.89,765,12876,60.42,40.96,56.6975,4.8650002,90.015594
12/4/2020 10:00,41.55,734,12848,59.73,41.515,56.95,4.965,88.76191
12/4/2020 11:00,39.74,701,12799,58.37,42.0425,56.005,4.765,89.05907
12/4/2020 12:00,39.43,680,12676,58.32,43.0025,54.99,3.665,99.64864
12/4/2020 13:00,43.91,691,12594,55.77,45.4325,53.5475,3.2150002,99.64736
12/4/2020 14:00,51.22,733,12701,55.6,46.91,53.97,3.115,99.64709
12/4/2020 15:00,54.54,765,12778,55.73,52.975,55.8825,3.165,100
12/4/2020 16:00,62.82,772,12740,60.57,58.915,60.2325,3.415,99.647934
12/4/2020 17:00,53.73,758,12428,62.99,58.33,60.75,4.015,99.64965
12/4/2020 18:00,29.03,731,12007,60.95,53.57,59.5625,4.415,99.650764
12/4/2020 19:00,20.27,695,11543,56.08,50.45,54.73,4.765,99.30458
12/4/2020 20:00,19.48,654,11027,52.86,47.985,50.84,4.915,99.65217
12/4/2020 21:00,18.47,609,10535,50.3,47,49.61,5.015,99.65245
12/4/2020 22:00,16.62,563,10076,46.55,44.185,45.2575,5.165,99.65286
12/4/2020 23:00,18.65,433,9836,47.03,42.69,45.0475,5.265,100
12/5/2020 0:00,18.05,412,9606,43.61,40.7375,43.6225,5.415,97.59717
12/5/2020 1:00,17.06,408,9473,41.94,39.2825,42.3675,5.3650002,99.65342
12/5/2020 2:00,16.77,403,9414,40.53,38.995,40.5275,5.415,100
12/5/2020 3:00,16.83,397,9441,39.99,38.805,40,5.6150002,97.601006
12/5/2020 4:00,17.47,382,9548,41.61,39.21,42.11,5.565,97.600044
12/5/2020 5:00,18.47,377,9823,44.21,39.1125,44.0025,5.715,97.602905
12/5/2020 6:00,18.39,385,10203,49.99,41.7675,49.3425,5.915,97.60671
12/5/2020 7:00,19.86,418,10624,51.73,45.94,50.905,6.065,96.93592
12/5/2020 8:00,21.86,464,11009,53.38,49.3025,53.5125,6.1150002,96.93713
12/5/2020 9:00,21.94,508,11257,52.94,50.185,53.2,6.465,95.94594
12/5/2020 10:00,22.57,550,11369,52.79,51.0125,52.6975,6.6150002,95.61991
12/5/2020 11:00,22.11,603,11399,52.52,50.4775,52.3825,6.665,94.963295
12/5/2020 12:00,20.99,668,11333,51.68,49.595,51.3225,6.3650002,95.61132
12/5/2020 13:00,20.81,747,11324,51.72,50.185,50.7975,6.465,94.62724
12/5/2020 14:00,21,835,11521,52.34,51.88,52.76,6.415,94.62515
12/5/2020 15:00,22.43,902,11688,54.21,53.7175,55.02,6.3650002,95.28088
12/5/2020 16:00,22.11,924,11680,61.52,59.215,62.11,6.665,94.30897
12/5/2020 17:00,21.49,909,11471,61.21,59.9475,62.0875,6.815,93.02036
12/5/2020 18:00,20.16,883,11122,57.83,56.15,58.945,7.065,91.12397
12/5/2020 19:00,19.99,850,10744,53.32,49.1425,54.0625,7.215,89.88158
12/5/2020 20:00,19.57,800,10349,49.62,45.0575,47.35,6.565,93.32978
12/5/2020 21:00,17.56,743,9946,48.14,44.2825,46.515,7.015,91.43658
12/5/2020 22:00,16.23,686,9582,46.1,41.55,43.8975,7.215,90.819565
12/5/2020 23:00,17.89,501,9145,44.48,42.505,42.0225,7.565,89.59846
12/6/2020 0:00,16.98,446,8914,41.93,40.4975,40.1025,6.915,93.34785
12/6/2020 1:00,16.71,408,8790,39.77,39.4625,39.095,6.415,96.27667
12/6/2020 2:00,16.41,385,8727,38.11,37.15,36.7,6.965,94.322235
12/6/2020 3:00,16.66,361,8732,37.3,37.1425,38,7.415,92.09581
12/6/2020 4:00,17.08,337,8843,37.15,36.91,39.0975,7.315,93.04728
12/6/2020 5:00,18.21,320,9067,38.68,35.4775,37.9875,7.265,93.68808
12/6/2020 6:00,18.33,312,9392,42.04,40.25,41.5425,7.415,93.37354
12/6/2020 7:00,17.59,316,9739,43.81,41.5625,44.8475,7.515,93.058
12/6/2020 8:00,18.88,334,10145,49,45.9725,48.9725,7.515,93.378654
12/6/2020 9:00,19.55,366,10470,51.18,48.3375,49.985,7.715,91.48234
12/6/2020 10:00,19.7,412,10678,53.07,49.9175,53.98,7.715,91.48234
12/6/2020 11:00,19.62,472,10801,53.56,50.0175,54.31,7.515,91.4693
12/6/2020 12:00,19.53,545,10815,51.42,48.31,50.3725,7.215,92.083664
12/6/2020 13:00,19.67,630,10846,49.97,47.3675,46.9525,7.065,91.43984
12/6/2020 14:00,20.09,725,11106,51.43,48.405,48.9025,6.6150002,91.72815
12/6/2020 15:00,21.98,818,11330,54.05,49.6,51.41,6.465,91.08307
12/6/2020 16:00,21.95,898,11403,57.8,54.385,56.92,6.6150002,90.77737
12/6/2020 17:00,21.02,961,11265,58.29,55.035,59.365,6.515,91.403656
12/6/2020 18:00,20.07,990,11027,56.41,53.8675,58.5925,6.465,90.76676
12/6/2020 19:00,19.71,1003,10672,54.06,49.6025,53.71,6.3650002,89.19159
12/6/2020 20:00,19.46,1024,10204,51.51,42.7825,48.6775,6.315,89.187485
12/6/2020 21:00,17.77,1057,9681,50.65,41.7675,47.2575,6.165,89.17515
12/6/2020 22:00,16,1096,9195,49.39,39.34,41.3775,6.065,88.855515
12/6/2020 23:00,13.56,1252,8844,44.51,42.1425,36.8375,5.915,88.84282
12/7/2020 0:00,12.3,1280,8680,41.98,39.8525,35.48,5.6150002,89.129776
12/7/2020 1:00,11.71,1315,8636,42.35,38.725,35.305,5.465,89.43105
12/7/2020 2:00,11.37,1354,8654,40.59,35.995,35.185,5.415,90.37437
12/7/2020 3:00,11.91,1398,8825,39.41,35.7375,35.825,5.565,89.75357
12/7/2020 4:00,13.73,1447,9372,43.59,40.9375,41.7625,5.715,88.514656
12/7/2020 5:00,16.26,1492,10631,51.52,51.79,52.885,5.765,88.20888
12/7/2020 6:00,19.17,1524,11760,60.52,62.3475,65.39,5.6150002,86.65755
12/7/2020 7:00,19.76,1535,11999,63.52,64.6225,66.2225,5.3650002,85.11569
12/7/2020 8:00,19.16,1558,11980,67.68,64.345,67.4,5.015,83.58004
12/7/2020 9:00,18.97,1568,12087,65.52,62.325,66.385,4.965,84.170044
12/7/2020 10:00,18.89,1564,12103,65.09,62.8725,67.68,5.165,83.30202
12/7/2020 11:00,18.93,1552,12177,63.88,60.805,64.7625,4.915,80.64225
12/7/2020 12:00,19.05,1539,12175,62.74,55.7375,65.195,4.6150002,81.761375
12/7/2020 13:00,18.99,1542,12260,61.14,53.995,59.0225,4.3650002,80.854034
12/7/2020 14:00,19.55,1560,12581,61.93,55.85,60.915,4.165,78.25061
12/7/2020 15:00,20.05,1561,12710,63.68,56.6075,61.8075,4.1150002,72.7767
12/7/2020 16:00,20.85,1530,12813,68.45,60.635,64.685,3.865,71.93832
12/7/2020 17:00,20.08,1465,12564,69.07,60.205,64.475,3.915,72.73889
12/7/2020 18:00,19.61,1386,12232,66.98,54.25,62.9275,4.1150002,74.650024
12/7/2020 19:00,18.69,1311,11782,60.51,48.86,58.1725,4.315,76.32329
12/7/2020 20:00,17.98,1243,11230,52.07,45.87,53.935,4.3650002,77.72021
12/7/2020 21:00,16.12,1181,10542,50.78,45.52,53.4325,4.465,78.01636
12/7/2020 22:00,14.37,1121,9898,49.09,41.9975,52.0975,4.465,77.45684
12/7/2020 23:00,15.58,1172,9726,43.83,42.6725,45.8825,4.215,78.54086
12/8/2020 0:00,15.64,1140,9527,41.65,41.475,44.64,3.865,83.43945
12/8/2020 1:00,15.59,1111,9451,41.01,40.5,43.605,3.915,83.14687
12/8/2020 2:00,15.92,1087,9482,38.57,39.6125,42.995,3.9650002,82.262924
12/8/2020 3:00,17.2,1070,9641,39.77,40.4975,43.015,3.865,81.66069
12/8/2020 4:00,17.48,1056,10165,44.96,44.93,47.185,3.7150002,80.47221
12/8/2020 5:00,19.54,1040,11377,53.36,54.36,55.2925,3.515,79.28879
12/8/2020 6:00,25.64,1026,12436,72.41,70.4125,71.0675,3.265,79.25117
12/8/2020 7:00,70.25,1014,12651,89.22,94.0925,92.945,3.015,80.08099
12/8/2020 8:00,70.14,1026,12608,86.46,90,91.23,2.865,81.52517
12/8/2020 9:00,45.76,1038,12711,80.09,80.33,80.5275,2.915,82.124825
12/8/2020 10:00,51.19,1032,12742,80.04,78.6325,80.585,3.015,81.25078
12/8/2020 11:00,74.97,1019,12794,77.54,75.7225,74.88,2.865,80.64272
12/8/2020 12:00,75.11,1017,12794,74.97,74.9975,73,2.115,82.61842
12/8/2020 13:00,74.64,1035,12882,75.79,78.305,74.81,1.815,82.278534
12/8/2020 14:00,75.62,1062,13196,82.06,82.6925,77.8075,1.565,80.45689
12/8/2020 15:00,79.12,1083,13319,86.11,86.01,84.8575,1.4649999,78.109856
12/8/2020 16:00,77.08,1084,13382,110.14,107.885,105.4575,1.5150001,77.258934
12/8/2020 17:00,67.05,1062,13158,105.28,101.7875,101.2775,1.665,77.56863
12/8/2020 18:00,56.45,1017,12852,81.64,77.9575,79.03,1.815,79.32153
12/8/2020 19:00,22.02,964,12442,65.56,69.1175,64.525,2.065,80.52866
12/8/2020 20:00,20.16,904,11885,56.16,57.8575,58.38,2.165,81.42945
12/8/2020 21:00,19.66,838,11210,53.02,55.47,55.1075,2.315,83.24719
12/8/2020 22:00,18.23,773,10569,48.1,49.3975,50.83,2.415,84.17078
12/8/2020 23:00,19.3,626,10082,46.78,45.015,46.35,2.7150002,81.801056
12/9/2020 0:00,18.99,577,9865,44.36,42.0875,45.3,2.515,86.03009
12/9/2020 1:00,18.65,550,9767,41.76,40.13,43.7625,2.765,84.51719
12/9/2020 2:00,18.59,534,9778,40.24,39.6875,42.7975,2.665,84.81167
12/9/2020 3:00,19.19,524,9919,40.58,39.8875,43.4525,2.615,85.730515
12/9/2020 4:00,19.94,521,10438,44.1,43.8575,46.735,2.665,85.73591
12/9/2020 5:00,51.22,521,11639,56.05,57.705,59.1,2.615,87.2913
12/9/2020 6:00,69,519,12697,78.62,78.77,78.3225,2.565,88.55361
12/9/2020 7:00,81.66,515,12872,100.89,98.6,95.92,2.615,88.558014
12/9/2020 8:00,78.23,520,12778,107,102.4075,104.31,2.815,87.62539
12/9/2020 9:00,69.96,521,12832,109.1,107.2325,106.82,3.115,85.78433
12/9/2020 10:00,73.71,519,12802,112.81,106.2175,114.0325,3.265,84.880005
12/9/2020 11:00,78.27,518,12802,114.66,107.28,115.2075,3.515,83.396324
12/9/2020 12:00,79.16,545,12773,113.3,105.1,112.67,2.565,86.65891
12/9/2020 13:00,84.4,603,12849,111.83,104.2975,107.8325,2.565,86.035385
12/9/2020 14:00,89.83,681,13162,108.75,101.6275,105.3575,2.4650002,86.96226
12/9/2020 15:00,90.19,767,13280,110.07,102.56,109.0225,2.4650002,87.27674
12/9/2020 16:00,99.92,854,13330,126.7,116.8325,109.84,2.615,86.66399
12/9/2020 17:00,80.52,936,13086,115.22,111.9375,103.4975,2.665,86.9821
12/9/2020 18:00,52.33,984,12775,99.26,94.995,88.41,2.765,86.992004
12/9/2020 19:00,26.38,1002,12358,73.41,73.2725,71.88,2.815,87.62539
12/9/2020 20:00,24.09,1011,11802,58.03,59.0325,58.9525,2.865,87.945724
12/9/2020 21:00,20.81,996,11119,53.09,53.5725,56.2575,2.9650002,87.95493
12/9/2020 22:00,19.75,965,10483,49.67,48.6775,50.955,3.065,87.96414
12/9/2020 23:00,20.06,919,10025,44.63,44.14,44.0975,3.2150002,87.03647
12/10/2020 0:00,19.49,905,9832,42.02,42.28,42.5675,2.9650002,89.54698
12/10/2020 1:00,18.96,890,9756,39.8,40.0025,42.0025,3.015,88.91139
12/10/2020 2:00,19.47,873,9784,38.09,38.5,39.55,3.065,87.96414
12/10/2020 3:00,20.15,851,9945,38.52,38.98,40.49,3.015,87.01674
12/10/2020 4:00,21.23,827,10475,42.18,41.93,43.94,2.915,86.69436
12/10/2020 5:00,53.8,811,11690,54.33,55.0025,55.3525,2.9650002,85.76821
12/10/2020 6:00,72.93,798,12754,77.73,79.3675,83.8275,3.015,85.157936
12/10/2020 7:00,96.43,781,12959,98.08,98.1375,98.615,3.015,85.157936
12/10/2020 8:00,93.94,770,12896,100.26,101.145,101.51,3.015,84.5462
12/10/2020 9:00,90.26,754,12985,101.17,103.2325,102.1075,3.265,81.87482
12/10/2020 10:00,90.76,712,12982,103.17,104.0925,104.64,3.415,82.78546
12/10/2020 11:00,86.82,651,12993,100.32,103.0675,100.5675,3.415,84.28891
12/10/2020 12:00,93.1,603,12955,99.93,101.7,98.0525,2.515,84.18264
12/10/2020 13:00,85.24,580,13040,95.65,95.7475,99.2875,2.415,85.3993
12/10/2020 14:00,89.68,587,13374,98.87,98.5675,100.155,2.265,84.76587
12/10/2020 15:00,101,621,13505,98.45,98.1425,99.2925,2.265,84.15295
12/10/2020 16:00,105.41,656,13540,108.42,111.42,104.805,2.265,83.84797
12/10/2020 17:00,93.56,679,13298,100.32,101.8,100.55,2.2150002,85.377205
12/10/2020 18:00,75.22,697,12984,87.22,86.92,91.945,2.365,86.6386
12/10/2020 19:00,60.26,707,12571,64.45,65.5375,69.9475,2.565,86.97218
12/10/2020 20:00,49.78,720,12009,53.25,54.145,57.2725,2.665,90.49232
12/10/2020 21:00,27.25,733,11335,51.1,50.5375,52.775,2.815,91.80913
12/10/2020 22:00,21.97,745,10704,49.37,45.4925,46.28,3.115,91.82829
12/10/2020 23:00,20.73,736,10290,46.03,42.1725,41.5,3.265,92.165764
12/11/2020 0:00,20.37,747,10054,43.01,38.9825,40.0425,2.815,90.828255
12/11/2020 1:00,20.28,769,9964,42.3,37.09,38.295,2.915,89.864525
12/11/2020 2:00,20.24,799,9975,41.22,35.58,36.5925,2.865,88.26233
12/11/2020 3:00,20.24,826,10104,41.1,36.91,37.0375,2.665,87.29615
12/11/2020 4:00,20.58,852,10597,44.51,39.45,40.8025,2.515,86.34147
12/11/2020 5:00,21.77,880,11779,53.02,45.8775,51.59,2.4650002,84.788795
12/11/2020 6:00,51.05,906,12865,57.46,56.91,59.265,2.265,85.38273
12/11/2020 7:00,76.51,922,13144,61.12,60.4375,63.3,2.2150002,86.3103
12/11/2020 8:00,77.93,938,13114,61.22,59.2975,61.605,2.365,86.325905
12/11/2020 9:00,75.72,925,13172,61.92,57.1975,61.6575,2.915,85.14676
12/11/2020 10:00,76.76,881,13147,62.58,55.1,61.495,3.2150002,83.96236
12/11/2020 11:00,78,832,13119,62.53,54.1,60.05,2.915,86.38286
12/11/2020 12:00,76.76,800,13003,62.34,53.3375,59.9825,2.515,91.461174
12/11/2020 13:00,53.49,808,12958,59.33,51.7925,58.9525,2.2150002,96.15043
12/11/2020 14:00,55.96,842,13164,57.49,51.2225,57.8075,2.015,100
12/11/2020 15:00,74.77,870,13273,58.42,50.035,57.1,2.165,99.64433
12/11/2020 16:00,74.84,885,13258,59.48,51.745,58.9725,2.315,99.644775
12/11/2020 17:00,46.63,874,12962,58.54,47.5425,58.8675,2.415,99.645065
12/11/2020 18:00,23.24,836,12541,59.45,43.2925,56.375,2.515,99.64535
12/11/2020 19:00,21.83,795,12050,54.51,40.095,52.2525,2.7150002,99.64593
12/11/2020 20:00,20.69,756,11514,50.76,37.9975,45.3425,3.115,96.52005
12/11/2020 21:00,20.4,716,11002,49.25,37.51,40.5,3.2150002,99.64736
12/11/2020 22:00,19.87,681,10507,47.03,35.645,38.9825,3.415,99.647934
12/11/2020 23:00,20.21,502,9955,49.22,34.5475,36.7,3.4650002,100
12/12/2020 0:00,19.93,492,9706,45.71,33.1175,34.635,3.615,99.64851
12/12/2020 1:00,19.67,510,9555,44.95,31.96,33.7425,4.015,97.22737
12/12/2020 2:00,19.25,537,9478,43.5,31.435,32.7375,4.1150002,96.8881
12/12/2020 3:00,19.65,553,9490,41.27,31.49,33.13,4.065,97.22848
12/12/2020 4:00,19.96,556,9590,42.11,32.995,34.75,3.865,100
12/12/2020 5:00,20.66,564,9859,43.13,32.9,38.0475,3.915,99.64935
12/12/2020 6:00,20.84,578,10246,44.51,36.5925,41.815,3.9650002,100
12/12/2020 7:00,21.84,600,10682,47.02,41.3,46.7275,4.215,97.91741
12/12/2020 8:00,29.92,621,11069,52.7,49.3075,51.425,4.215,99.65021
12/12/2020 9:00,45.06,618,11344,53.54,51.4125,52.8875,4.3650002,99.99999
12/12/2020 10:00,50.07,588,11473,55.05,53.9,54.5975,4.565,99.651184
12/12/2020 11:00,52.66,559,11522,54.92,53.56,54.58,4.665,99.65147
12/12/2020 12:00,49.95,553,11482,53.94,53.7525,53.795,4.6150002,99.65133
12/12/2020 13:00,47.65,569,11499,53.13,52.2275,52.5725,4.715,97.92573
12/12/2020 14:00,50.4,593,11736,53.55,52.0975,53.05,4.6150002,98.26738
12/12/2020 15:00,54.3,607,11919,55.33,53.6875,54.8275,4.6150002,97.92407
12/12/2020 16:00,59.34,610,11936,59.87,59.7725,60.0175,4.6150002,97.92407
12/12/2020 17:00,59.34,604,11732,59.47,57.8,59.0325,4.665,97.24171
12/12/2020 18:00,55.09,579,11402,56.48,54.7625,55.805,4.6150002,97.24061
12/12/2020 19:00,48.27,540,11034,53.42,52,52.01,4.465,96.89677
12/12/2020 20:00,46.39,500,10628,50.44,47.3975,47.585,4.265,96.551796
12/12/2020 21:00,43.56,464,10211,48.4,45.5075,45.95,4.1150002,95.87002
12/12/2020 22:00,39.96,430,9839,45.86,43.0975,42.185,3.865,94.5165
12/12/2020 23:00,41.96,380,9474,43.25,40.3925,42.2225,3.665,94.507835
12/13/2020 0:00,28.68,356,9233,40.89,37.4825,38.0575,3.765,95.85853
12/13/2020 1:00,27.2,339,9123,40.37,36.7525,37.1175,3.7150002,95.85688
12/13/2020 2:00,27.21,324,9068,38.35,35.1375,36.025,3.665,96.8769
12/13/2020 3:00,28.94,307,9091,37.09,34.6125,35.575,3.665,96.8769
12/13/2020 4:00,34.25,296,9203,36.11,33.9375,35.58,3.615,97.21848
12/13/2020 5:00,29.84,287,9443,38.92,33.7925,36.565,3.515,97.56044
12/13/2020 6:00,37.8,278,9793,39.91,36.8175,39.0275,3.4650002,97.55945
12/13/2020 7:00,41.46,273,10173,41.77,38.3125,40.6025,3.4650002,97.21516
12/13/2020 8:00,45.16,269,10578,44.82,42.925,44.855,3.4650002,96.529755
12/13/2020 9:00,48.28,257,10944,47.69,46.105,47.24,3.4650002,96.18866
12/13/2020 10:00,52.19,236,11183,51.46,49.4475,50.0875,3.615,94.84107
12/13/2020 11:00,53.19,214,11316,50.91,48.1375,48.8975,3.615,94.17133
12/13/2020 12:00,47.59,200,11337,48.29,46.97,47.52,3.415,90.547424
12/13/2020 13:00,45.52,196,11404,45.66,43.76,44.5175,3.065,90.84605
12/13/2020 14:00,68.81,203,11695,45.08,45.0075,47.335,2.7150002,90.82113
12/13/2020 15:00,77.01,213,11919,47.72,44.1075,47.485,2.565,90.16046
12/13/2020 16:00,77.21,224,12015,53.05,53.265,55.71,2.415,90.47385
12/13/2020 17:00,74.29,237,11904,54.46,51.6,54.3875,2.265,90.78893
12/13/2020 18:00,61.49,251,11673,51.98,47.5625,50.4275,2.115,89.15569
12/13/2020 19:00,42.55,264,11356,50.26,41.4575,45.355,1.915,86.90744
12/13/2020 20:00,41.13,278,10915,46.04,38.655,41.0525,1.7650001,85.95035
12/13/2020 21:00,40.36,288,10433,44.23,37.415,39.4575,1.565,86.872375
12/13/2020 22:00,34.42,288,9978,41.92,34.965,36.5725,1.2650001,89.084145
12/13/2020 23:00,21.15,271,9735,36.51,30.72,34.0425,0.965,90.037315
12/14/2020 0:00,20.64,286,9575,31.03,25.935,29.42,0.915,91.68621
12/14/2020 1:00,20.25,294,9544,29.66,24.2675,28.0475,0.915,90.361855
12/14/2020 2:00,20.15,306,9568,28.97,20.8775,26.9475,1.065,88.743355
12/14/2020 3:00,20.33,334,9728,31.56,20.93,29.9075,1.065,88.42054
12/14/2020 4:00,20.38,382,10266,38.05,27.2075,33.66,1.065,87.778046
12/14/2020 5:00,26.16,436,11496,50.86,35.835,44.645,0.765,88.71718
12/14/2020 6:00,92.29,485,12583,55.1,44.77,54.62,0.615,89.02896
12/14/2020 7:00,186.08,526,12822,55.59,47.3275,55.5775,0.715,88.06659
12/14/2020 8:00,131.43,574,12779,56.78,44.5925,56.09,0.865,87.119934
12/14/2020 9:00,92.26,621,12861,57.1,44.1575,55.2875,1.415,85.60013
12/14/2020 10:00,92.27,666,12840,56.65,45.1325,55.4325,1.7650001,84.70833
12/14/2020 11:00,110.58,710,12852,55.38,44.095,54.97,2.065,82.611946
12/14/2020 12:00,99.91,766,12813,55.56,44.18,54.3125,2.165,90.4553
12/14/2020 13:00,92.3,848,12890,56.01,43.87,54.1025,2.165,92.42973
12/14/2020 14:00,119.94,950,13229,56.96,48.635,54.5225,1.865,95.79532
12/14/2020 15:00,143.1,1047,13344,57.35,50.865,56.3575,1.7149999,96.827705
